Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:48:26,"3.1111156, 101.6122548",72 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-08 01:50:31,"3.10932, 101.6115667",199 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-08 01:51:41,"3.1058833, 101.6108317",103 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-08 01:52:21,"3.1029133, 101.6149667",176 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-08 01:53:56,"3.1010433, 101.6109233",167 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-08 01:54:21,"3.09797, 101.6109967",127 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-08 01:56:26,"3.0933696, 101.6109933",181 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-08 01:57:21,"3.0898117, 101.61289",193 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-08 01:58:31,"3.08959, 101.614965",57 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-08 01:59:41,"3.0924317, 101.61567",137 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-08 02:00:41,"3.0947583, 101.6170267",85 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-08 02:09:31,"3.0946, 101.6274533",197 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-08 02:10:06,"3.095855, 101.6290933",173 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-08 02:11:16,"3.097125, 101.6322417",155 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-08 02:11:46,"3.1001617, 101.632275",66 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-08 02:12:16,"3.1013617, 101.6311867",60 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-08 02:13:16,"3.10293, 101.6294283",63 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-08 02:13:51,"3.1040117, 101.6269583",132 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-08 02:15:01,"3.1061817, 101.6257433",78 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-08 02:16:16,"3.1087034, 101.6246064",193 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-08 02:18:26,"3.111045, 101.6224167",167 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-08 02:21:31,"3.1128167, 101.6200367",136 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-08 02:22:06,"3.11495, 101.6214767",38 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-08 02:24:21,"3.1163183, 101.6225183",110 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-08 02:25:01,"3.11777, 101.62435",145 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-08 02:25:31,"3.120375, 101.6223467",69 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-08 02:27:41,"3.1178667, 101.6199733",123 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-08 02:30:26,"3.1124467, 101.619515",182 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-08 02:33:26,"3.10995, 101.6164133",176 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:44:00,"3.1112508, 101.6125757",65 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-08 01:46:19,"3.1093817, 101.6115067",192 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-08 01:48:44,"3.1074433, 101.6077317",152 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-08 01:49:34,"3.10934, 101.6049533",141 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-08 01:50:09,"3.1095017, 101.6002567",85 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-08 01:50:29,"3.10948, 101.596905",123 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-08 01:52:19,"3.10142, 101.598355",186 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-08 01:52:54,"3.1018967, 101.6005483",48 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-08 01:53:09,"3.1033467, 101.6003883",24 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-08 01:53:19,"3.104395, 101.6003267",80 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-08 01:55:14,"3.1053317, 101.6059517",151 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-08 01:55:54,"3.1033133, 101.6068867",27 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-08 01:56:19,"3.1016567, 101.6058533",78 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-08 01:57:14,"3.0987183, 101.60377",152 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-08 01:57:49,"3.096875, 101.6050667",42 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-08 01:57:54,"3.0966633, 101.6053317",17 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-08 01:58:29,"3.09627, 101.6058683",52 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-08 01:59:09,"3.0976217, 101.6070267",152 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-08 02:00:29,"3.1023533, 101.6081033",162 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-08 02:01:24,"3.101555, 101.6119833",150 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-08 02:02:44,"3.1028267, 101.616315",197 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-08 02:04:04,"3.107285, 101.6161833",153 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-08 02:04:34,"3.10959, 101.6170933",72 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:44:00,"3.1112508, 101.6125757",65 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-08 01:46:29,"3.1082233, 101.6112317",73 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-08 02:01:34,"3.1015567, 101.6128167",155 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-08 02:04:49,"3.1103, 101.6160933",129 meter,4
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-08 02:06:25,"3.1099283, 101.6176183",122 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 02:09:00,"3.11064, 101.614175",159 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-08 02:02:45,"3.11792, 101.6198733",135 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-08 02:03:55,"3.1162968, 101.6219855",124 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-08 02:05:15,"3.1138183, 101.6206917",11 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-08 02:06:00,"3.1121267, 101.619295",139 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-08 02:08:35,"3.1098767, 101.6164667",185 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 02:09:10,"3.1108483, 101.6130767",41 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:29:33,"3.1111432, 101.6121725",81 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-08 01:31:10,"3.1082967, 101.6112283",69 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-08 01:32:50,"3.1074417, 101.6078033",160 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-08 01:33:40,"3.1092933, 101.6053133",182 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-08 01:34:15,"3.1094767, 101.60071",135 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-08 01:34:35,"3.1094517, 101.5970683",136 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-08 01:36:15,"3.1015033, 101.5991333",99 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-08 01:36:55,"3.101885, 101.6004333",46 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-08 01:37:10,"3.1032967, 101.6003717",29 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-08 01:37:25,"3.10445, 101.6004233",70 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-08 01:38:55,"3.105345, 101.60561",187 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-08 01:39:45,"3.1035983, 101.6070717",65 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-08 01:40:05,"3.10204, 101.6060183",123 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-08 01:40:55,"3.0989767, 101.6040017",169 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-08 01:42:00,"3.0969267, 101.605035",36 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-08 01:42:10,"3.0965567, 101.6055383",9 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-08 01:42:25,"3.0961224, 101.6060843",23 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-08 01:43:20,"3.0983333, 101.6072017",74 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-08 01:43:55,"3.1023017, 101.6081383",156 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-08 01:44:35,"3.1015933, 101.6122967",115 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-08 01:46:05,"3.1029874, 101.6165932",179 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-08 01:47:00,"3.107, 101.6162817",182 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-08 01:47:35,"3.1096, 101.61688",51 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:29:33,"3.1111432, 101.6121725",81 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-08 01:31:10,"3.1082967, 101.6112283",80 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-08 01:44:40,"3.1015967, 101.6126767",171 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-08 01:47:45,"3.1100233, 101.6162883",160 meter,4
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-08 01:20:40,"3.1008233, 101.6109017",192 meter,Sequence
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-08 01:57:01,"3.1106533, 101.6180417",188 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 02:00:41,"3.1107483, 101.6138783",126 meter,23
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-08 02:16:06,"3.1092483, 101.61148",177 meter,1
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-08 01:20:40,"3.1008233, 101.6109017",143 meter,Sequence
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-08 01:21:06,"3.0978933, 101.6109167",119 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-08 01:22:36,"3.09296, 101.6109517",136 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-08 01:23:36,"3.089315, 101.612955",155 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-08 01:24:36,"3.0899383, 101.6149183",18 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-08 01:25:36,"3.0925013, 101.6149621",197 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-08 01:27:11,"3.095305, 101.6173633",25 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-08 01:33:56,"3.0946726, 101.6273295",181 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-08 01:34:21,"3.0958233, 101.6288933",195 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-08 01:35:26,"3.0969667, 101.632235",173 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-08 01:35:56,"3.0999167, 101.6322417",91 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-08 01:36:26,"3.1013766, 101.6316052",107 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-08 01:37:41,"3.10219, 101.6294217",140 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-08 01:38:21,"3.104045, 101.627365",176 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-08 01:39:21,"3.105535, 101.6258617",148 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-08 01:40:51,"3.1087769, 101.624545",183 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-08 01:43:16,"3.1111933, 101.622205",138 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-08 01:45:31,"3.1128817, 101.620205",122 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-08 01:46:31,"3.1151133, 101.621645",13 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-08 01:48:16,"3.1160833, 101.6225383",131 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-08 01:50:41,"3.1181783, 101.624135",94 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-08 01:51:31,"3.1199183, 101.6228083",140 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-08 01:54:21,"3.1182767, 101.6194583",195 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-08 01:56:41,"3.1119933, 101.6191317",117 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-08 02:00:01,"3.1101183, 101.6162267",150 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 02:00:46,"3.1107767, 101.61355",90 meter,33
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-08 02:16:06,"3.1092483, 101.61148",188 meter,1
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:15:40,"3.1113071, 101.6119814",109 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-08 01:17:22,"3.10933, 101.61155",187 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-08 01:19:57,"3.1074433, 101.6076067",139 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-08 01:21:07,"3.109395, 101.6047567",119 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-08 01:21:37,"3.1094833, 101.6005283",115 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-08 01:21:57,"3.1095267, 101.5975767",189 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-08 01:24:12,"3.101505, 101.5983383",186 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-08 01:25:12,"3.1026333, 101.60046",38 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-08 01:25:22,"3.1037767, 101.6003783",25 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-08 01:25:32,"3.10462, 101.60038",56 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-08 01:27:32,"3.1053467, 101.606065",140 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-08 01:28:12,"3.1035333, 101.6070233",56 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-08 01:28:32,"3.102065, 101.6060383",127 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-08 01:30:07,"3.0991733, 101.604105",187 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-08 01:31:17,"3.0969421, 101.6050025",32 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-08 01:31:27,"3.0966017, 101.605455",2 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-08 01:31:57,"3.0962283, 101.60602",35 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-08 01:33:02,"3.098085, 101.60709",101 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-08 01:34:22,"3.10214, 101.608285",133 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-08 01:35:17,"3.1015767, 101.6121583",130 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-08 01:36:42,"3.102985, 101.6165683",179 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-08 01:37:47,"3.1076933, 101.616225",108 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-08 01:38:07,"3.1092817, 101.616985",85 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:15:40,"3.1113071, 101.6119814",109 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-08 01:17:22,"3.10933, 101.61155",199 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-08 01:35:27,"3.1015633, 101.613005",134 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-08 01:38:37,"3.10984, 101.616555",195 meter,4
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-08 01:37:36,"3.1102867, 101.6178817",157 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:38:51,"3.1107367, 101.6139967",139 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-08 01:32:21,"3.1179383, 101.61996",128 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-08 01:33:16,"3.1161473, 101.6221869",116 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-08 01:35:06,"3.1143967, 101.6211633",81 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-08 01:37:11,"3.1124483, 101.619545",185 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-08 01:38:26,"3.1099417, 101.6165067",186 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:39:01,"3.1109117, 101.6129683",35 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:00:39,"3.111149, 101.612192",80 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-08 01:01:22,"3.1090783, 101.6115217",159 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-08 01:04:02,"3.1074333, 101.6081467",196 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-08 01:04:52,"3.1093217, 101.60514",162 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-08 01:05:27,"3.10949, 101.6008217",147 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-08 01:05:52,"3.1094883, 101.596995",132 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-08 01:07:42,"3.1015133, 101.598505",168 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-08 01:08:27,"3.1022967, 101.6004917",11 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-08 01:08:37,"3.1034717, 101.600415",13 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-08 01:08:52,"3.1046117, 101.6003167",61 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-08 01:10:22,"3.105365, 101.6056017",189 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-08 01:11:07,"3.103775, 101.607205",89 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-08 01:11:37,"3.1015567, 101.605775",64 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-08 01:12:27,"3.0992283, 101.60414",192 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-08 01:13:02,"3.0972333, 101.6046017",23 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-08 01:13:17,"3.0967417, 101.6053483",21 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-08 01:13:32,"3.0963117, 101.6059583",46 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-08 01:14:12,"3.0973833, 101.6071483",178 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-08 01:15:27,"3.1022233, 101.6082033",146 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-08 01:16:12,"3.1015783, 101.6121133",135 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-08 01:17:37,"3.102865, 101.616415",192 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-08 01:18:32,"3.1069767, 101.6162183",186 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-08 01:18:57,"3.1094517, 101.617165",86 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 01:00:39,"3.111149, 101.612192",80 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-08 01:01:22,"3.1090783, 101.6115217",172 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-08 01:16:17,"3.10159, 101.612475",193 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-08 01:19:07,"3.1099733, 101.61647",181 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-08 00:59:41,"3.1113512, 101.612827",74 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-08 01:01:20,"3.1081317, 101.6112333",51 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-08 01:03:00,"3.102215, 101.6149617",195 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-08 01:04:00,"3.1015167, 101.6110083",184 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-08 01:43:35,"3.1106867, 101.6180817",194 meter,19
